Dialog_ID,Type,Actor,Text,Label
hit:6370_conv:12741,utterance,speaker,I wish I was skinny like a model.,jealous
hit:6370_conv:12741,utterance,listener,You and me both,agreeing
hit:6370_conv:12741,utterance,speaker,I try to diet but it does not work.,sad
hit:6370_conv:12741,utterance,listener,tell me about it,questioning
hit:1461_conv:2922,situation,none,MY froend just bought a buibk enclave. That's my dream car!,jealous
hit:1461_conv:2922,utterance,speaker,My friend just bought my dream car. I have never been so envious in my life!,jealous
hit:1461_conv:2922,utterance,listener,What's the model/make,questioning
hit:1461_conv:2922,utterance,speaker,Buick Enclave. I wanted that SUV for years.,jealous
hit:1461_conv:2922,utterance,listener,Dang that is a pretty slick ride...how close are you to buying one,acknowledging
hit:1461_conv:2922,utterance,speaker,NEgative years. Its expensive and I'm working on a home first,hopeful
hit:5572_conv:11145,situation,none,My friend's boyfriend is good looking.,jealous
hit:5572_conv:11145,utterance,speaker,"My friend's new boyfriend is so good looking, I wish I could get a guy that cute.",jealous
hit:5572_conv:11145,utterance,listener,aw looks isn't everything.,neutral
hit:5572_conv:11145,utterance,speaker,They are when a guy looks like HIM.,confident
hit:5572_conv:11145,utterance,listener,Wow. I've gotta see this guy then.,anticipating
hit:887_conv:1775,situation,none,I felt really left out when my friends went to a theme park without me. It really bothers me that they didn't even tell me they were going. I really wish I could have gone,jealous
hit:887_conv:1775,utterance,speaker,My friends left me to go to the theme park. I feel really left out.,lonely
hit:887_conv:1775,utterance,listener,You still consider them your friends after that?,questioning
hit:887_conv:1775,utterance,speaker,"I've been friends with them for a long time, but I don't know they never even told me.",surprised
hit:887_conv:1775,utterance,listener,That's messed up.,acknowledging
hit:3981_conv:7962,situation,none,My friend bought a new car.,jealous
hit:3981_conv:7962,utterance,speaker,Pretty envious that my friend can go out and buy a new car with the snap of a finger.,jealous
hit:3981_conv:7962,utterance,listener,Ohhh gotta hate that friend!   What do you drive?,questioning
hit:3981_conv:7962,utterance,speaker,An old beat up car that I need to replace but can't afford to.,sentimental
hit:3981_conv:7962,utterance,listener,I drive a gianormous conversion van,proud
hit:9067_conv:18134,situation,none,My friend just moved into a new home. Its a nice place that makes me a little envious,jealous
hit:9067_conv:18134,utterance,speaker,My friend just moved into a new home. Its a nice place that makes me a little envious of him,jealous
hit:9067_conv:18134,utterance,listener,It can be tough when friends have things that might be considered better than what you have.  Maybe it can be used as motivation,jealous
hit:9067_conv:18134,utterance,speaker,That is a good piece of advice,acknowledging
hit:9067_conv:18134,utterance,listener,"I am sure you are at least happy for your friend, right?",questioning
hit:8354_conv:16709,situation,none,My coworker got the promotion I wanted,jealous
hit:8354_conv:16709,utterance,speaker,My coworker got the promotion I wanted,jealous
hit:8354_conv:16709,utterance,listener,I have been there. It can be irritating,annoyed
hit:8354_conv:16709,utterance,speaker,"Yeah I was really disappointed, it came with a raise too",agreeing
hit:8354_conv:16709,utterance,listener,Maybe you will get it next year,suggesting
hit:9729_conv:19458,situation,none,Other people always have more food than me.,jealous
hit:9729_conv:19458,utterance,speaker,Other people always have more food than me.,jealous
hit:9729_conv:19458,utterance,listener,Are you jealous of them?,questioning
hit:9729_conv:19458,utterance,speaker,I just can not even think about them right now!,annoyed
hit:9729_conv:19458,utterance,listener,"That sucks, i just had a massive meal myself.",acknowledging
hit:12003_conv:24007,situation,none,When my friends got everything before I did.,jealous
hit:12003_conv:24007,utterance,speaker,"My friend always gets everything before me. I swear, everything from me wanting a certain car to wanting a baby and she always gets it before me.",jealous
hit:12003_conv:24007,utterance,listener,How are you still friends?,questioning
hit:12003_conv:24007,utterance,speaker,Sometimes I question it to because no one else makes me feel like they intentionally do things like this.,trusting
hit:12003_conv:24007,utterance,listener,I have a few friends who are way better off than I am. It makes me a bit sad about my situation.,jealous
hit:2506_conv:5013,situation,none,I get so envious of rich people and their nice cars! That stuff is low key inspiring,jealous
hit:2506_conv:5013,utterance,speaker,I get so envious of rich people and their nice cars! That stuff is low key inspiring,jealous
hit:2506_conv:5013,utterance,listener,whats the plan to get into one of those cars?!,questioning
hit:2506_conv:5013,utterance,speaker,Make more money!,joyful
hit:2506_conv:5013,utterance,listener,you got the right idea,agreeing
hit:6601_conv:13202,situation,none,My best friend beat my time in a race we ran.  I tried for months and she decided to join on the spur of the moment.,jealous
hit:6601_conv:13202,utterance,speaker,My bff beat my time in a race we ran together.,impressed
hit:6601_conv:13202,utterance,listener,A race with running or with cars?,questioning
hit:6601_conv:13202,utterance,speaker,Running.  I trained for months for that race.,prepared
hit:6601_conv:13202,utterance,listener,"As long as you trained hard and did your best, that is what counts!",neutral
hit:9071_conv:18143,situation,none,"I was discussing phone bills with my friend, and he told me his parents pay for his bill.",jealous
hit:9071_conv:18143,utterance,speaker,I was discussing phone bills with my friend.  He told me how his parents pay for his phone bills,impressed
hit:9071_conv:18143,utterance,listener,That must be nice,acknowledging
hit:9071_conv:18143,utterance,speaker,"Yeah I know.  Although I like to think I would decline if my parents offered, I still wish my bills were paid by someone other than me.",agreeing
hit:9071_conv:18143,utterance,listener,"Yeah, I think we all wish that was possible",jealous
hit:2958_conv:5916,situation,none,My friend got a new mobile. His earning is low than me. But I can't buy it. Feel sorry for my self.,jealous
hit:2958_conv:5916,utterance,speaker,My friend bought a new mobile.,jealous
hit:2958_conv:5916,utterance,listener,What kind did they get?,questioning
hit:2958_conv:5916,utterance,speaker,It's Iphone. But he is earning less than me.,jealous
hit:2958_conv:5916,utterance,listener,Are you a bit jealous?,questioning
hit:12154_conv:24308,situation,none,My best friend have recently been spending a lot of time with some people from her work.  It seems she doesn't have much time to spend with me anymore.,jealous
hit:12154_conv:24308,utterance,speaker,My best friend have recently been spending a lot of time with some people from her work.,jealous
hit:12154_conv:24308,utterance,listener,"That stinks.  I always feel left out when that happens to me.  Even more so when I know the people from my best friend's work so when I can't be involved, its hard.  How do you feel about it?",lonely
hit:12154_conv:24308,utterance,speaker,I am not happy  that it seems she doesn't have much time to spend with me anymore.,sad
hit:12154_conv:24308,utterance,listener,"I'm sorry.  Make sure to reach out to her and tell her how you feel.  If she's a good friend, she'll understand and make an effort to make time for you but don't let it make you bitter.",sympathizing
hit:124_conv:249,situation,none,I had a girl that I was seeing one time and she asked if I wanted to come with her to meet one of her friends. I went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that I don't.,jealous
hit:124_conv:249,utterance,speaker,I had the worst time last week. I went with my girlfriend to see one of her friends and she talked to him with so much more energy and passion than she does with me.,jealous
hit:124_conv:249,utterance,listener,"I really wish I could NOT correlate to that.  But I can.  Me and my girlfriend are going through a weird time right now where she likes to tell me how hot other guys right to my face.  It is a terrible feeling, and I know exactly what you are talking about.  If it occurs a lot more I suggest you saying something about it, better to know the truth than dwell on it everytime.",jealous
hit:124_conv:249,utterance,speaker,That's so terrible to hear about. Do girls not understand that men also want to be valued over some random guys that they meet or even just see on the street? It's crazy to me that they are so rude sometimes.,angry
hit:124_conv:249,utterance,listener,"Yea, recently I have been trying to decide whether or not I want to mute my girlfriend on social media or not, like not block her, just mute her.  Because it bothers me how she acts single on social media, and it confuses me as to whether she wants to be with me, or is just trying to live a different personality online.  Because she talks to me and is all lovey-dovey, then gets on social media and talks like ""I don't need anyone"" and talks about how hot guys are.  And it leaves me so stuck and with the worst anxiety.",disgusted
hit:3460_conv:6921,situation,none,"When I go to the mall to buy clothes, I always feel so envious of others who are buying expensive items.  I wish I could afford those things!",jealous
hit:3460_conv:6921,utterance,speaker,"When I go to the mall to buy clothes, I always feel so envious of others who are buying expensive items. I wish I could afford those things!",jealous
hit:3460_conv:6921,utterance,listener,I understand how you feel. I wonder how those people afford it.,agreeing
hit:3460_conv:6921,utterance,speaker,They must have amazing jobs.  I just hate how it makes me feel to want it so bad.,jealous
hit:3460_conv:6921,utterance,listener,I'm sure if you work hard you could afford it too.,confident
hit:8414_conv:16829,situation,none,When my brother got a new hat which I liked. He took it from me.,jealous
hit:8414_conv:16829,utterance,speaker,Can't believe my brother got that hat!,jealous
hit:8414_conv:16829,utterance,listener,What hate did he get,angry
hit:8414_conv:16829,utterance,speaker,A new york yankees one.,neutral
hit:8414_conv:16829,utterance,listener,Oh I do not like them,afraid
hit:9925_conv:19850,situation,none,my friends all have nicer cars than I do. I dont like it,jealous
hit:9925_conv:19850,utterance,speaker,my car is the worst,furious
hit:9925_conv:19850,utterance,listener,Oh no! I know car problems can be frusterating.,agreeing
hit:9925_conv:19850,utterance,speaker,My friends all have nice new cars. I need a new car and new friends,jealous
hit:9925_conv:19850,utterance,listener,I hear ya. Stay hopefull. It will come soon with dertermination.,consoling
hit:9925_conv:19850,utterance,speaker,i hope so. I dont like walking in this weather,encouraging
hit:9925_conv:19850,utterance,listener,I agree. Im sure you will find something. I get anxious for new things as well.,agreeing
hit:9221_conv:18443,situation,none,I am a little envious of my brother in a good way. He is getting married to his best friend,jealous
hit:9221_conv:18443,utterance,speaker,I am a little envious of my brother in a good way. He is getting married to his best friend,jealous
hit:9221_conv:18443,utterance,listener,"thats amazing, and also i would be a little envious, I just want love.",acknowledging
hit:9221_conv:18443,utterance,speaker,"Yeah, love seems to be something hard to find these days",acknowledging
hit:9221_conv:18443,utterance,listener,"I believe its out there for all of us, we just gotta find it.",hopeful
hit:9221_conv:18443,utterance,speaker,That is a nice attitude to have,acknowledging
hit:1832_conv:3664,situation,none,"my neighbor just installed a fancy pool , must have cost him 40k",jealous
hit:1832_conv:3664,utterance,speaker,"my neighbor just installed a 40k pool, i think its a waste of money",jealous
hit:1832_conv:3664,utterance,listener,"Maybe, but maybe not. I bet it would be a lot of fun to have such a nice pool if you had the money for it.",suggesting
hit:1832_conv:3664,utterance,speaker,i thought about it but the maintainance cost is at least 4k a year for that size,neutral
hit:1832_conv:3664,utterance,listener,I mean I would never be able to afford that but if they can then it is nothing for them to do the routine care.,neutral
hit:5106_conv:10213,situation,none,I have felt this way when seeing everyone at the beach. I love the beach.,jealous
hit:5106_conv:10213,utterance,speaker,"I keep seeing everyone at the beach, I want to go to the beach!",jealous
hit:5106_conv:10213,utterance,listener,I love the beach. We can only go once a year!,joyful
hit:5106_conv:10213,utterance,speaker,"I love the beach, too! We can only go once also!",agreeing
hit:5106_conv:10213,utterance,listener,Well. you will get back there.,neutral
hit:4763_conv:9527,situation,none,it is always discouraging that you dont get what you deserve.. am i right,jealous
hit:4763_conv:9527,utterance,speaker,it is always better to get what you deserve .. how do you  feel about this,questioning
hit:4763_conv:9527,utterance,listener,I think so.  Generally getting more or less than what you deserve to get is unbalanced.,jealous
hit:4763_conv:9527,utterance,speaker,of course.. i felt it discouraging in some way..,neutral
hit:4763_conv:9527,utterance,listener,I can understand that.  Hopefully everything works out in the end though.,encouraging
hit:10854_conv:21708,situation,none,"I was in a competition at work, and I undersold by 40 boxes, so I lost the competition to my coworker. I was pretty upset.",jealous
hit:10854_conv:21708,utterance,speaker,"I worked hard at winning a competition and ended up losing to my coworker, it made me pretty upset.",jealous
hit:10854_conv:21708,utterance,listener,"How close did you lose by? I bet at the next competition, you'll wipe the floor with them.",hopeful
hit:10854_conv:21708,utterance,speaker,"I lost by underselling 40 boxes. I still am a bit upset that my coworker got it instead. Thank you, I hope so!",jealous
hit:10854_conv:21708,utterance,listener,"Understandable, when you put so much work into something only to be eclipsed by someone else. Not a good feeling.",agreeing
hit:2857_conv:5714,situation,none,"When I was the more qualified candidate for a job and someone was selected over me, I felt some kind of way about it.",jealous
hit:2857_conv:5714,utterance,speaker,"One time I got picked over for a job, it was a real bummer.",disappointed
hit:2857_conv:5714,utterance,listener,were you qualified ?,questioning
hit:2857_conv:5714,utterance,speaker,"Yeah, in fact I felt a bit overqualified for the job. And the person who it was eventually given to did not have the same or even equal quality qualifications.",agreeing
hit:2857_conv:5714,utterance,listener,its all apart of life sometimes,neutral
hit:2857_conv:5714,utterance,speaker,Too true. Have you ever been in a similar situation?,questioning
hit:5864_conv:11728,situation,none,My girlfriend has a guy friend. It makes me jealous.,jealous
hit:5864_conv:11728,utterance,speaker,She talks to him on the phone regularly. I have expressed my discontent but she doesnt seem to care,annoyed
hit:5864_conv:11728,utterance,listener,Who does she talk to on the phone regularly?,questioning
hit:5864_conv:11728,utterance,speaker,His name is chad. Apparently they were childhood friends.,neutral
hit:5864_conv:11728,utterance,listener,So why does that make you discontented?,questioning
hit:5864_conv:11728,utterance,speaker,Probably because I am insecure.,anxious
hit:11471_conv:22943,situation,none,my coworker got a promtion when it should have been me,jealous
hit:11471_conv:22943,utterance,speaker,so i did not get the promotion at work. they selected Steve to get it,jealous
hit:11471_conv:22943,utterance,listener,I'm so sorry to hear that. You must be disappointed.,sympathizing
hit:11471_conv:22943,utterance,speaker,I am just I will get it next time,hopeful
hit:11471_conv:22943,utterance,listener,That's a great attitude to have! Positivity is always a great quality to have.,acknowledging
hit:378_conv:757,situation,none,The time my boyfriend got food without me.,jealous
hit:378_conv:757,utterance,speaker,My boyfriend always does thing thing that gets me so jealous.,jealous
hit:378_conv:757,utterance,listener,Maybe he has no respect for you.,suggesting
hit:378_conv:757,utterance,speaker,"It's not that! The thing he does is sometimes, he'll go get food without me and it's usually the last good thing to eat!",neutral
hit:378_conv:757,utterance,listener,Have you try talk to him about those issues.If he likes you he should work on the relationship.,suggesting
hit:378_conv:757,utterance,speaker,I have but sometimes he forgets. He tends to be a scatterbrain-boy.,neutral
hit:10103_conv:20207,situation,none,A friend of mine recently met George Clooney at a resturant and not even took a picture with him but have a conversation with him for like half an hour.,jealous
hit:10103_conv:20207,utterance,speaker,A friend of mine recently met George Clooney at a restaurant and posted a picture with him on Instagram!,jealous
hit:10103_conv:20207,utterance,listener,Wow that's so exciting! I bet he's a nice guy in real life.,acknowledging
hit:10103_conv:20207,utterance,speaker,"Yes she even spoke to him for while!  I wish it was me, I love the guy!",jealous
hit:10103_conv:20207,utterance,listener,Cool! That's so neat.,acknowledging
hit:7476_conv:14952,situation,none,I can't believe another one of my friends got engage. I am tired of being single,jealous
hit:7476_conv:14952,utterance,speaker,Another one of my friends got engaged,jealous
hit:7476_conv:14952,utterance,listener,"It'll happen to you soon, your soulmate is out there somewhere.",neutral
hit:7476_conv:14952,utterance,speaker,I think I'll end p marrying myself lol,lonely
hit:7476_conv:14952,utterance,listener,Hey that might be a good idea! Nobody knows what you like better than you!,suggesting
hit:7476_conv:14952,utterance,speaker,That's true,agreeing
hit:8445_conv:16891,situation,none,i was upset when i saw my brother pulling up with a brand new BMW,jealous
hit:8445_conv:16891,utterance,speaker,i was upset when i saw my brother pulling up with a brand new BMW,jealous
hit:8445_conv:16891,utterance,listener,Why were you upset,questioning
hit:8445_conv:16891,utterance,speaker,cause he doesnt pay his child support but can buy expensive things like that,jealous
hit:8445_conv:16891,utterance,listener,"Oh, well I wonder how he will pay for that then",encouraging
hit:3661_conv:7323,situation,none,There is this single guy and I wanted my friend to fix me up on a date with him = but she ended up fixing up another friend with him and now they are serious together.,jealous
hit:3661_conv:7323,utterance,speaker,There was a guy I liked and my friend knew it but she set him up with our other friend instead!,jealous
hit:3661_conv:7323,utterance,listener,What a mean friend person. Did you get mad?,questioning
hit:3661_conv:7323,utterance,speaker,I was really upset especially since they are seriously dating now and I have to see them everywhere!,jealous
hit:3661_conv:7323,utterance,listener,That could have been you..,acknowledging
hit:3661_conv:7323,utterance,speaker,"yes, true, but there's probably someone out there better than him!",neutral
hit:3661_conv:7323,utterance,listener,Maybe..,suggesting
hit:2036_conv:4072,situation,none,"I was at the store and I tried on a dress, and it didn't look good. I saw someone else wearing it, looking great, and it made me feel pretty insecure and sad. ]",jealous
hit:2036_conv:4072,utterance,speaker,"I felt bad the other day- I tried on a dress at the store and it looked awful, but I saw another girl trying it on as well and she looked great.",ashamed
hit:2036_conv:4072,utterance,listener,Oh I hate when that happens. I'm sorry you felt that way. Did you not buy the dress?,sympathizing
hit:2036_conv:4072,utterance,speaker,"I didn't, but I did find some shirts I like luckily.",grateful
hit:2036_conv:4072,utterance,listener,That's good though. I'm glad you were able to find something.,neutral
hit:7843_conv:15687,situation,none,"One of my friends in physics class got the highest score on a final exam. To be honest, I envied him much and wanted to be in his place",jealous
hit:7843_conv:15687,utterance,speaker,"The friend I know received the highest score on physics final exam. To be honest, i was quite jealous and wanted to be in his place",jealous
hit:7843_conv:15687,utterance,listener,I love physics!,excited
hit:7843_conv:15687,utterance,speaker,"I am ashamed of myself for feeling that way toward him, but that is my emotional reaction and not much I can control it",ashamed
hit:7843_conv:15687,utterance,listener,"No, that is normal.",neutral
hit:4384_conv:8769,situation,none,"My wife just got a promotion and a 10% raise. I should be ecstatic for what this means for our family and financial future, but it's hard to not let my selfishness and ego get in the way, and think about how she's been more successful than me. We're currently in the same industry.",jealous
hit:4384_conv:8769,utterance,speaker,"My wife just got a promotion and a 10% raise. I should be ecstatic for what this means for our family and financial future, but it's hard to not let my selfishness and ego get in the way, and think about how she's been more successful than me. We're currently in the same industry.",jealous
hit:4384_conv:8769,utterance,listener,Maybe you can observe what she's doing and use that to advance in the industry as well.,suggesting
hit:4384_conv:8769,utterance,speaker,"That's a fair point. But we do different jobs, just in the same industry. So I couldn't necessarily learn from her, but she's close enough to what I do, that I still subconsciously compare ourselves, even though I shouldn't. I know this will all pass in a few days, hopefully. But in the meantime, I hate that I have to actively not be passive aggressive towards her, when I should just be happy.",jealous
hit:4384_conv:8769,utterance,listener,I'd be worried about having these kinds of feelings towards your wife.,acknowledging
hit:9831_conv:19662,situation,none,Another one of my friends got engaged. Why not me?,jealous
hit:9831_conv:19662,utterance,speaker,Another one of my friends got engaged,jealous
hit:9831_conv:19662,utterance,listener,"You are saying it as if it's a bad thing, are you left without friends?",questioning
hit:9831_conv:19662,utterance,speaker,i feel left out,lonely
hit:9831_conv:19662,utterance,listener,"My friend just stay strong, family and kids can suck you life away(not always of course).",consoling
hit:9831_conv:19662,utterance,speaker,That was dark lol,neutral
hit:4491_conv:8982,situation,none,My brother has blue eyes.,jealous
hit:4491_conv:8982,utterance,speaker,My brother has blue eyes.,jealous
hit:4491_conv:8982,utterance,listener,oh thats a nice color,acknowledging
hit:4491_conv:8982,utterance,speaker,"It really is, i got nasty brown eyes.",agreeing
hit:4491_conv:8982,utterance,listener,brown eyes arent bad,acknowledging
hit:3279_conv:6559,situation,none,My friend just bought a mansion.  I am very envious of him.,jealous
hit:3279_conv:6559,utterance,speaker,My friend just bought a mansion.,jealous
hit:3279_conv:6559,utterance,listener,Are you happy for him or jealous?,questioning
hit:3279_conv:6559,utterance,speaker,I am very envious of him.,jealous
hit:3279_conv:6559,utterance,listener,"Well,if he really is your friend you shouldn't.",agreeing
hit:5625_conv:11250,situation,none,Sometime I envy my coworkers because some of them have a better career than me.,jealous
hit:5625_conv:11250,utterance,speaker,Sometime I envy my coworkers because some of them have a better career than me.,jealous
hit:5625_conv:11250,utterance,listener,"Yeah, I sometimes do that as well. But, as long as the bills are getting paid, I guess you can't complain.",neutral
hit:5625_conv:11250,utterance,speaker,"You are right but sometime I can't keep think about it, mainly when the coworker is not smart.",neutral
hit:5625_conv:11250,utterance,listener,"True. But, you can't help stupid people from getting high paying jobs. I am a prime example.",angry
hit:588_conv:1176,situation,none,The other day my cousin emailed me. She mentioned that the whole family was about to head out for our annual family trip to the lake. I'm not able to go this year and I was so upset.,jealous
hit:588_conv:1176,utterance,speaker,My cousin was telling me about the family all heading out for the annual family lake trip. I was feeling so envious because I can't go this time.,jealous
hit:588_conv:1176,utterance,listener,"ooh, sorry about that, why cant you join the",sympathizing
hit:588_conv:1176,utterance,speaker,"I haven't been having a good relationship with my mom for a few years now so I'm not really ""welcome"".",apprehensive
hit:588_conv:1176,utterance,listener,sorry to hear that. Why dont you try to make things work with your mother's relationnship,sympathizing
hit:588_conv:1176,utterance,speaker,"I have reached out but she is mad at me for having a baby young, so she ignores me. I am waiting on her.",disappointed
hit:6779_conv:13558,situation,none,When my friend got some nice new adidas shoes. I had just some converse.,jealous
hit:6779_conv:13558,utterance,speaker,Can't believe my friend got those nice shoes and I didn't.,jealous
hit:6779_conv:13558,utterance,listener,"That's too bad, did they fit your style?",questioning
hit:6779_conv:13558,utterance,speaker,They did i was so jealous.,neutral
hit:6779_conv:13558,utterance,listener,Well you saved some money at least?,questioning
hit:6779_conv:13558,utterance,speaker,I did but still a bit jealous they are very nice shoes.,neutral
hit:4317_conv:8635,situation,none,I watched my two best friends fall in love,jealous
hit:4317_conv:8635,utterance,speaker,5,apprehensive
hit:4317_conv:8635,utterance,listener,Sorry?,sympathizing
hit:4317_conv:8635,utterance,speaker,"Sorry about that, Miss type.  But i was going to talk about the time the my two best friends fell in love",sympathizing
hit:4317_conv:8635,utterance,listener,"No problem! I have done it before. Oh wow! That sounds nice, are they still together? I hope.",encouraging
hit:4317_conv:8635,utterance,speaker,"I hope, but i cant hide the fact that i am envious",encouraging
hit:4317_conv:8635,utterance,listener,Understandable. But remember there are always private things. No relationship is perfect. It takes both working hard,neutral
hit:6311_conv:12623,situation,none,Saw a dude staring at my girl last night in the restaurant. Never been so mad and envious!,jealous
hit:6311_conv:12623,utterance,speaker,Saw a dude staring at my girl at dinner last night.,jealous
hit:6311_conv:12623,utterance,listener,So what did you do? Did you confront him?,questioning
hit:6311_conv:12623,utterance,speaker,I did! Threw my two slices of pizza at him! That'll show him.,ashamed
hit:6311_conv:12623,utterance,listener,I can't find words to describe my laughter right now. You are the best,joyful
hit:8072_conv:16144,situation,none,"I just moved my friend into his new house.  It's really nice, and I want it",jealous
hit:8072_conv:16144,utterance,speaker,"I just finished moving my friend into his really nice, new house.",jealous
hit:8072_conv:16144,utterance,listener,Congratulation! thats awesome. I know how much work that can be,agreeing
hit:8072_conv:16144,utterance,speaker,"Yeah, I just wish that I had a sweet house like that.",jealous
hit:8072_conv:16144,utterance,listener,You'll get there one day.  It takes time and saving,neutral
hit:718_conv:1437,situation,none,Everyone has a better car than I do. it makes me sick,jealous
hit:718_conv:1437,utterance,speaker,I find myself of people with nice cars lately.,jealous
hit:718_conv:1437,utterance,listener,"That is good, do you like nice cars?",questioning
hit:718_conv:1437,utterance,speaker,I forgot tosay jealous. oops. my car quit and i have to catch rides everywhere  nic cars upset me now.,guilty
hit:718_conv:1437,utterance,listener,"I am sorry about your car trouble, good luck with that.",sympathizing
hit:718_conv:1437,utterance,speaker,thanks,acknowledging
hit:8770_conv:17541,situation,none,My boyfriend is starting to get on my nerves. He is always talking to other girls.,jealous
hit:8770_conv:17541,utterance,speaker,My boyfriend is starting to get on my nerves.,annoyed
hit:8770_conv:17541,utterance,listener,Why is that?,questioning
hit:8770_conv:17541,utterance,speaker,He is always talking to other girls.,jealous
hit:8770_conv:17541,utterance,listener,"Oh, well if he is flirting, I would dump him",neutral
hit:7256_conv:14512,situation,none,my best friend got a new best friend.,jealous
hit:7256_conv:14512,utterance,speaker,My new best friend has already found a better best friend than me.,jealous
hit:7256_conv:14512,utterance,listener,That sounds bad. Do you feel lonely now?,questioning
hit:7256_conv:14512,utterance,speaker,Yes! i mean how could they move on so fast?,questioning
hit:7256_conv:14512,utterance,listener,"I agree, I guess they weren't a good friend after all",agreeing
hit:589_conv:1178,situation,none,I dont know why some people are greedy,jealous
hit:589_conv:1178,utterance,speaker,"Ye, peole are so greedy of what they dont have",jealous
hit:589_conv:1178,utterance,listener,"Yeah, it's true....  What happened??",questioning
hit:589_conv:1178,utterance,speaker,Some people can kill just because of greed,jealous
hit:589_conv:1178,utterance,listener,I had similar situation with my friend last year,neutral
hit:11368_conv:22737,situation,none,When my neighbour got a brand new car,jealous
hit:11368_conv:22737,utterance,speaker,Two weeks ago my neighbour got a brand new sports car!,jealous
hit:11368_conv:22737,utterance,listener,"Oh wow, that sounds super fun! What color?",acknowledging
hit:11368_conv:22737,utterance,speaker,"Id love to have the same as his! Bright blue, but its so nice!",acknowledging
hit:11368_conv:22737,utterance,listener,I bet.  I can't imagine anyone would mind having a car like that!,acknowledging
hit:11368_conv:22737,utterance,speaker,It must have cost at least 50k!,acknowledging
hit:378_conv:756,situation,none,I am so jealous of my friend Eric.,jealous
hit:378_conv:756,utterance,speaker,I am so jealous of my friend Eric,jealous
hit:378_conv:756,utterance,listener,Why are you jealous of Eric?,questioning
hit:378_conv:756,utterance,speaker,He just started dating the most amazing woman i have ever seem. I want her.,jealous
hit:378_conv:756,utterance,listener,"I'm sorry to hear that, I know what it's like to have your love stolen from you.",sympathizing
hit:378_conv:756,utterance,speaker,No.He did no steal her form me. I only met her after he started dating her.,faithful
hit:378_conv:756,utterance,listener,If that's the case then you have a chance to find a better woman!,consoling
hit:10366_conv:20732,situation,none,i always envy people,jealous
hit:10366_conv:20732,utterance,speaker,i always question my ability and when that happens i envy people.,jealous
hit:10366_conv:20732,utterance,listener,Does that at least inspire you to improve your abilities?,questioning
hit:10366_conv:20732,utterance,speaker,yes but it just feels bad to not be able to feel confident in myself and my abilities,disappointed
hit:10366_conv:20732,utterance,listener,I feel that way sometimes too,agreeing
hit:7210_conv:14420,situation,none,My friend got my dream job,jealous
hit:7210_conv:14420,utterance,speaker,My friend got my dream job,jealous
hit:7210_conv:14420,utterance,listener,"Oh no, that must have been awkward",acknowledging
hit:7210_conv:14420,utterance,speaker,yea i was quite envious of him,neutral
hit:7210_conv:14420,utterance,listener,Does he know that that was the job you wanted?,questioning
hit:3435_conv:6871,situation,none,"It never failed when I was a teenager, if I liked a boy they liked my sister because she was older.",jealous
hit:3435_conv:6871,utterance,speaker,"It never failed when I was a teenager, if I liked a boy they liked my sister because she was older.",jealous
hit:3435_conv:6871,utterance,listener,that sucks,acknowledging
hit:3435_conv:6871,utterance,speaker,It wasn't easy to deal with. I became resentful.,sad
hit:3435_conv:6871,utterance,listener,thats understandlble,acknowledging
hit:3177_conv:6354,situation,none,I'm kind of ticked off because my friend that I work with got promoted to manager. I really feel like I should've gotten the job and I know she knows that!,jealous
hit:3177_conv:6354,utterance,speaker,I'm kind of ticked off because my friend that I work with got promoted to manager. I really feel like I should've gotten the job and I know she knows that!,jealous
hit:3177_conv:6354,utterance,listener,"That is terrible, my friend. How do you think it is going to affect your friendship>",questioning
hit:3177_conv:6354,utterance,speaker,I feel like it already has because I'm trying to get over being mad at her and get over not getting the job.  Plus she's now considered my boss so I have to be professional and listen to her.  I hope its not weird.,apprehensive
hit:3177_conv:6354,utterance,listener,I'm sure it won't be too bad. You just have to work hard and hopefully you'll get promoted next time.,encouraging
hit:7727_conv:15454,situation,none,My coworker just bought a new BMW 335.  That is my dream car!  I wish I had is so bad!,jealous
hit:7727_conv:15454,utterance,speaker,My coworker just bought a new BMW 335. That is my dream car! I wish I had is so bad!,jealous
hit:7727_conv:15454,utterance,listener,Wow! That is a very expensive car! Did they win the lottery or something?,surprised
hit:7727_conv:15454,utterance,speaker,I know his wife makes pretty good money as well.  It must be nice to be able to afford that kind of car.,jealous
hit:7727_conv:15454,utterance,listener,Yeah. Must be a smooth ride. Lucky guy!,acknowledging
hit:6101_conv:12202,situation,none,"I am jealous of my coworker, he is very smart and athletic",jealous
hit:6101_conv:12202,utterance,speaker,"I am jealous of my coworker, he is very smart and athletic",jealous
hit:6101_conv:12202,utterance,listener,"Don't be jealous, instead, brush on your studying and start going to the gym.",acknowledging
hit:6101_conv:12202,utterance,speaker,"I am trying, some people are just gifted",jealous
hit:6101_conv:12202,utterance,listener,"Yeah, I do agree. Sometimes it seems like people are just plain blessed.",agreeing
hit:6504_conv:13009,situation,none,"My brother bought a new bike. Though he is younger than me he bought, but I can't.",jealous
hit:6504_conv:13009,utterance,speaker,My brother bought a new bike.,jealous
hit:6504_conv:13009,utterance,listener,oh nice,acknowledging
hit:6504_conv:13009,utterance,speaker,Though he is younger than me he bought it but I can't.,jealous
hit:6504_conv:13009,utterance,listener,well that stinks for you but good for him,neutral
