Dialog_ID,Type,Actor,Text
hit:3200_conv:6401,utterance,listener,You're very modest!
hit:88_conv:177,situation,none,I finally rearranged the garage after a year of putting it off
hit:88_conv:177,utterance,speaker,So after a year of being here we finally got to rearrange the garage.
hit:88_conv:177,utterance,listener,How is it looking?
hit:88_conv:177,utterance,speaker,I think we will be able to get two cars in here now!
hit:88_conv:177,utterance,listener,There you go! Thats awesome.. i really wish we had a garage. lol lucky!
hit:4987_conv:9975,situation,none,I was proud when I graduated from college. What a rough and fun 4 years that was.
hit:4987_conv:9975,utterance,speaker,"I am proud I graduated from college, didn't think I was going to make it there for a second."
hit:4987_conv:9975,utterance,listener,"that is awesome i am really proud, college is really important for your future"
hit:4987_conv:9975,utterance,speaker,"Yeah, now my fingers are crossed for the job interviews.  That's a whole different world."
hit:4987_conv:9975,utterance,listener,"im sure you will find something you like, eventually"
hit:3694_conv:7389,situation,none,I am a father of 3 lovely girls
hit:3694_conv:7389,utterance,speaker,I am a proud  father of 3 lovely girls
hit:3694_conv:7389,utterance,listener,Really sorry to be slow to respond.  How old are your girls?!
hit:3694_conv:7389,utterance,speaker,"That's alright, they are 8 years old and they are triplets  :)"
hit:3694_conv:7389,utterance,listener,Wow!  That's amazing.  It must be so awesome that they have each other to hang out and have fun with.
hit:7597_conv:15195,situation,none,"My little boy said ""daddy"" for the first time last month. It made me feel really good."
hit:7597_conv:15195,utterance,speaker,"My little boy said ""daddy"" for the first time last month. What an amazing feeling!"
hit:7597_conv:15195,utterance,listener,Lovely- how old is he?
hit:7597_conv:15195,utterance,speaker,"He's about 10 months old. I don't think he knows what he's saying, but it still made me happy!"
hit:7597_conv:15195,utterance,listener,"I heard about a baby who's first words were ""Hey, Google"""
hit:7597_conv:15195,utterance,speaker,Hahaha  He must be a millennial!
hit:7597_conv:15195,utterance,listener,Yeah - along with a  million kids called Alexa.
hit:7597_conv:15195,utterance,speaker,You know you're living in 2018 when... LOL
hit:8151_conv:16303,situation,none,My oldest son got the A honor roll last year and I was super proud.
hit:8151_conv:16303,utterance,speaker,I was so proud of my oldest son. He finished 6th grade on the A honor roll.
hit:8151_conv:16303,utterance,listener,"Congratulations! That's getting to the point where you look at their homework and realize you forgot how difficult it was, ha."
hit:8151_conv:16303,utterance,speaker,Oh yeah especially the math!
hit:8151_conv:16303,utterance,listener,"Oh Lord, I have forgotten almost everything I learned in Algebra and beyond."
hit:8151_conv:16303,utterance,speaker,Same! i have to use calculators all the time for easy caluclations.
hit:6284_conv:12568,situation,none,My son said his first word yesterday. I was filled with pride.
hit:6284_conv:12568,utterance,speaker,My son said his first word yesterday.
hit:6284_conv:12568,utterance,listener,"Oh, that's so cool!"
hit:6284_conv:12568,utterance,speaker,"I know! He said ""money""! I was so proud."
hit:6284_conv:12568,utterance,listener,That's a smart kid!
hit:1921_conv:3843,situation,none,I felt really good after winning a gaming tournament.
hit:1921_conv:3843,utterance,speaker,I felt great after winning a video game tournament.
hit:1921_conv:3843,utterance,listener,"That is so cool, what kind of video game was it?"
hit:1921_conv:3843,utterance,speaker,It was a fighting game for the Gamecube.
hit:1921_conv:3843,utterance,listener,That is so amazing.  Are you a professional gamer?
hit:1921_conv:3843,utterance,speaker,I am. I wish there were more tournaments though.
hit:1921_conv:3843,utterance,listener,I wish I was that good at gaming.  What a fun way to make a living!
hit:9797_conv:19595,situation,none,Nephew plays football this year
hit:9797_conv:19595,utterance,speaker,My nephew starts 10th grade this year!
hit:9797_conv:19595,utterance,listener,Are you excited for them
hit:9797_conv:19595,utterance,speaker,Yeah!  He plays football this year too!
hit:9797_conv:19595,utterance,listener,That sounds like a good year to me
hit:9797_conv:19595,utterance,speaker,Yeah I remember those days!  I didn't play football though.
hit:12231_conv:24463,situation,none,I have a baby boy. Everything he does is amazing
hit:12231_conv:24463,utterance,speaker,"My boy is growing up so fast, its amazing the things that change daily"
hit:12231_conv:24463,utterance,listener,"That sure do, how old is your son?"
hit:12231_conv:24463,utterance,speaker,He will be 2 in December!
hit:12231_conv:24463,utterance,listener,That is so exciting.. enjoy this time with him.
hit:1080_conv:2160,situation,none,I was proud when my brother graduated college. He really did work hard for it
hit:1080_conv:2160,utterance,speaker,I was happy when my brother graduated college. He worked hard for it
hit:1080_conv:2160,utterance,listener,That's great to hear! What was his major?
hit:1080_conv:2160,utterance,speaker,It was in english
hit:1080_conv:2160,utterance,listener,Awesome. I hope he has a successful career because of it.
hit:3054_conv:6109,situation,none,I just got my scores back. Looks like I'm gonna get a 3.8 GPA this semester.
hit:3054_conv:6109,utterance,speaker,I just got my scores back. Looks like I'm gonna get a 3.8 GPA this semester.
hit:3054_conv:6109,utterance,listener,That's amazing! What are you studying?
hit:3054_conv:6109,utterance,speaker,I'm in finance. It's pretty interesting so far.
hit:3054_conv:6109,utterance,listener,what kind of job are you hoping to get?
hit:6924_conv:13848,situation,none,My son started walking the past couple of days.
hit:6924_conv:13848,utterance,speaker,"My son took his first steps the other day, I was so excited."
hit:6924_conv:13848,utterance,listener,You must be so excited and proud!
hit:6924_conv:13848,utterance,speaker,I am very excited and proud!
hit:6924_conv:13848,utterance,listener,Has he talked yet?
hit:6688_conv:13376,situation,none,"I'm proud of all the work I put into my car, it was a junker, now it's a monster!"
hit:6688_conv:13376,utterance,speaker,"I'm proud of all the work I put into my car, it was a junker, now it's a monster!"
hit:6688_conv:13376,utterance,listener,Do tell! What upgrades have you given it?
hit:6688_conv:13376,utterance,speaker,"New engine, new tires, new transmission, and a nice paint job.  I love it."
hit:6688_conv:13376,utterance,listener,Oh that's nice.  What color did you change it to?
hit:6688_conv:13376,utterance,speaker,Pitch Black!
hit:6688_conv:13376,utterance,listener,That's a great color
hit:2113_conv:4226,situation,none,My daughter was so sweet in her daycare class.
hit:2113_conv:4226,utterance,speaker,My daughter's daycare teacher just called me and told me how she's been so sweet to the new boy in her class who was very nervous on his first day. I couldn't feel more joy.
hit:2113_conv:4226,utterance,listener,That's awesome.  Good parenting pays off.
hit:2113_conv:4226,utterance,speaker,It does but she also has a sweet and kind nature about her.
hit:2113_conv:4226,utterance,listener,always a plus.  That makes things easier
hit:1605_conv:3211,situation,none,My husband has worked so hard on some projects at work and put in so many extra hours. It finally paid off and he got a promotion.
hit:1605_conv:3211,utterance,speaker,My husband had been putting in so many extra hours at work and working so hard on projects for his boss.
hit:1605_conv:3211,utterance,listener,I am sure it will be worth it in the end
hit:1605_conv:3211,utterance,speaker,Yes it was!! He finally got a promotion! We are so thrilled!
hit:1605_conv:3211,utterance,listener,I bet he was proud too
hit:2733_conv:5467,situation,none,My oldest daughter has turned out to be a great preschool teacher!
hit:2733_conv:5467,utterance,speaker,I have seen her work with children and she does very well.
hit:2733_conv:5467,utterance,listener,Ok
hit:2733_conv:5467,utterance,speaker,"It's a source of satisfaction, I must say"
hit:2733_conv:5467,utterance,listener,Really?
hit:2733_conv:5467,utterance,speaker,"Yes, at least it  makes me think we did something right as parents!"
hit:5372_conv:10745,situation,none,I won first place in a mountian bike race last weekend.
hit:5372_conv:10745,utterance,speaker,I won first place in a mountian bike race last weekend.
hit:5372_conv:10745,utterance,listener,Congrats! That is so cool!
hit:5372_conv:10745,utterance,speaker,Thanks its the first time I've won one before.
hit:5372_conv:10745,utterance,listener,That is really something to be proud of!
hit:5372_conv:10745,utterance,speaker,It is thanks. I got a trophy and everything.
hit:3982_conv:7965,situation,none,My son pass his exams at school with good grade.
hit:3982_conv:7965,utterance,speaker,My son passed his exams at school with good grade. I am so proud of him
hit:3982_conv:7965,utterance,listener,"Wow, congratulations to him! He must have been studying very hard for his exams."
hit:3982_conv:7965,utterance,speaker,"Yes, he is smart and a hard working boy."
hit:3982_conv:7965,utterance,listener,I'm sure he has a bright future ahead! Tell him to keep up the good work.
hit:2577_conv:5155,situation,none,I studied very hard for my language test and passed it with flying colors.
hit:2577_conv:5155,utterance,speaker,I have a feeling of great accomplishment at the moment.
hit:2577_conv:5155,utterance,listener,Oh really?!  Tell me about it I'm excited to hear!
hit:2577_conv:5155,utterance,speaker,I studied very hard for my Korean language test and I passed it yesterday!
hit:2577_conv:5155,utterance,listener,Oh that is freaking awesome!  Congrats!  How are you going to treat yourself??
hit:6538_conv:13077,situation,none,My son came first in the swimming gala.
hit:6538_conv:13077,utterance,speaker,My son came first in the swimming gala at his college!
hit:6538_conv:13077,utterance,listener,Wow! That's an amazing accomplishment! You must be so proud of him!
hit:6538_conv:13077,utterance,speaker,I really am! He worked so hard and it finally paid off.
hit:6538_conv:13077,utterance,listener,That's really great for him. Maybe he should try out for the olympics?
hit:8379_conv:16758,situation,none,"I made a wooden cup with a lathe the other day. That sounds easy, but using a lathe is really difficult! I really like my wooden cup."
hit:8379_conv:16758,utterance,speaker,"I've started working with a lathe and I made this wooden cup with it. That doesn't sound like much but using a lathe is so hard! So everything I drink out of it tastes that much better, haha."
hit:8379_conv:16758,utterance,listener,"What is a lathe, I am not familiar with it"
hit:8379_conv:16758,utterance,speaker,"Do you know how you spin clay on a pottery wheel to make rounded shapes? A lathe is sort of the opposite, it rotates a piece of wood and you use instruments to shave or carve out pieces of it. You know those rounded parts of bedstands? That'd be the kind of thing you might use a lathe to make. Or baseball bats, ect."
hit:8379_conv:16758,utterance,listener,"Oh okay, that is interesting, I will need to look into that, sounds awesome to me!"
hit:5042_conv:10085,situation,none,I was glad when my dad retired. He deserved it
hit:5042_conv:10085,utterance,speaker,I was glad when my dad retired. He deserved it
hit:5042_conv:10085,utterance,listener,That's nice. Is he enjoying retirement
hit:5042_conv:10085,utterance,speaker,He is loving it
hit:5042_conv:10085,utterance,listener,That's great. I hope to retire some day.
hit:1178_conv:2357,situation,none,The day that my son was born.
hit:1178_conv:2357,utterance,speaker,The day my son was born was one of the best days of my life.
hit:1178_conv:2357,utterance,listener,Congratulations! It must've been a very happy day for you and your family.
hit:1178_conv:2357,utterance,speaker,Thank you! It was a feeling like no other.
hit:1178_conv:2357,utterance,listener,I could imagine. I one day hope to experience that feeling.
hit:7497_conv:14994,situation,none,I finally got that promotion at work! I have tried so hard for so long to get it!
hit:7497_conv:14994,utterance,speaker,I finally got promoted today at work!
hit:7497_conv:14994,utterance,listener,Congrats! That's great!
hit:7497_conv:14994,utterance,speaker,Thank you! I've been trying to get it for a while now!
hit:7497_conv:14994,utterance,listener,That is quite an accomplishment and you should be proud!
hit:7788_conv:15577,situation,none,I felt happy to be nominated for an award
hit:7788_conv:15577,utterance,speaker,I got an award at my place of work
hit:7788_conv:15577,utterance,listener,"Thats so good,am happy for you"
hit:7788_conv:15577,utterance,speaker,"Thanks. I was a week vacation, all expense paid"
hit:7788_conv:15577,utterance,listener,"Wao,you are so favoured,are u back already?"
hit:7788_conv:15577,utterance,speaker,"No, I will take the trip for christmas"
hit:459_conv:919,situation,none,"I was video chatting with my grandmother the other evening, letting her say ""hi"" to my sons. She asked my four year old if he was able to count and he showed her that he could count to 50. He did a bunch of other cute stuff that my grandma liked."
hit:459_conv:919,utterance,speaker,The other night my grandma wanted to video chat to say hi to her great grand kids. My four year old was showing off his counting skills and some other cute stuff he had learned. It made my grandma really happy.
hit:459_conv:919,utterance,listener,"That's so sweet!  Modern technology is amazing, right?!"
hit:459_conv:919,utterance,speaker,Oh yeah it's great for her to have a change to see what the kids are up to. But video calling can be really glitchy and awkward too haha.
hit:459_conv:919,utterance,listener,Yes that's the bad part.  Was the call that way for her?
hit:459_conv:919,utterance,speaker,"Not too bad, but she didn't really notice sometimes that she wasn't hearing certain words correctly. I just went with it haha."
hit:459_conv:919,utterance,listener,Ha ha - I'm glad she didn't really notice it!
hit:8234_conv:16469,situation,none,My daughter just had her first piano lesson today.
hit:8234_conv:16469,utterance,speaker,My daughter just had her first piano lesson today.
hit:8234_conv:16469,utterance,listener,You must be some proud of that.
hit:8234_conv:16469,utterance,speaker,I really am.  I have been listening to her practicing for the last couple of hours.  She is better than I thought she would be after one lesson.
hit:8234_conv:16469,utterance,listener,Do you think she has a future in music?
hit:4690_conv:9381,situation,none,When I got a promotion at work for my hard work
hit:4690_conv:9381,utterance,speaker,Ive been working very hard at work to get a promotion and I finally got it!
hit:4690_conv:9381,utterance,listener,How big of an advance was it?
hit:4690_conv:9381,utterance,speaker,Decent! Manager position and I am pleased with it for sure!
hit:4690_conv:9381,utterance,listener,"Awesome, that is great, congratulations!"
hit:2716_conv:5432,situation,none,Once I achieved a new project at work that make a big difference of how difficult tasks are done. The result was that now co-workers can do many tasks faster and save a lot of time.
hit:2716_conv:5432,utterance,speaker,I feel very proud to be able to make that importante change at work and I think that my boss will do something for me. Maybe it will be a raise in my salary.
hit:2716_conv:5432,utterance,listener,It always feels exciting to do something big at work. It always feels good to feel like you are making progress in your career.
hit:2716_conv:5432,utterance,speaker,"Yes, and my collegues and friend are very happy too. They see me as a new leader in the group."
hit:2716_conv:5432,utterance,listener,"Also, maybe this is something you can put on your resume and it will look good in the future."
hit:2716_conv:5432,utterance,speaker,Sure I will do that. But I really enjoy working at that place and I wish to stay there many years.
hit:9071_conv:18142,situation,none,"When my mom got out of rehab and was clean, I was happy for it. She worked hard for it"
hit:9071_conv:18142,utterance,speaker,"When my mom got out of rehab and was clean, I was happy for her. She worked hard for it"
hit:9071_conv:18142,utterance,listener,Oh wow.  I hope she's still doing well!
hit:9071_conv:18142,utterance,speaker,"She is trying, everyday is tough"
hit:9071_conv:18142,utterance,listener,Well good luck to her.  I know that's a tough thing to recover from.
hit:5255_conv:10510,situation,none,buying a new car
hit:5255_conv:10510,utterance,speaker,i was very happy buying my first new car today
hit:5255_conv:10510,utterance,listener,conrats. what did you get?
hit:5255_conv:10510,utterance,speaker,a 2018 subaru WRX
hit:5255_conv:10510,utterance,listener,oh nice
hit:8488_conv:16977,situation,none,When my buddy got a high mark on his math test. He studied hard.
hit:8488_conv:16977,utterance,speaker,"So proud of my friend, he got a 95% on his test."
hit:8488_conv:16977,utterance,listener,Heck yeah that's awesome!  Did you celebrate with him
hit:8488_conv:16977,utterance,speaker,Oh yeah we went out for food earlier.
hit:8488_conv:16977,utterance,listener,Did you pick up at least 95% of the tab? lol
hit:11042_conv:22084,situation,none,My son placed third in his jiu-jitsu competition.  He surprised me with how well he did.
hit:11042_conv:22084,utterance,speaker,My son had a jiu jitsu competition a couple weeks ago. He placed third.
hit:11042_conv:22084,utterance,listener,"Nice!  Was he surprised, or hoping to do better/"
hit:11042_conv:22084,utterance,speaker,It was only his second competition.  He did awesome!
hit:11042_conv:22084,utterance,listener,That's great!  Which belt has he earned?
hit:1992_conv:3984,situation,none,I am so happy for my daugther.
hit:1992_conv:3984,utterance,speaker,I am so happy for my daughter.
hit:1992_conv:3984,utterance,listener,I am happy to hear that! Any specific reasons?
hit:1992_conv:3984,utterance,speaker,She got accepted at Harvard. I am so proud of her her.
hit:1992_conv:3984,utterance,listener,Wow that is a huge achievement! Any parent would be proud.
hit:3203_conv:6406,situation,none,My sister went back to college at 30. She is a real inspiration.
hit:3203_conv:6406,utterance,speaker,MY sister just went back to school at 30 years old.
hit:3203_conv:6406,utterance,listener,Good for her. Never too late to go back to school.
hit:3203_conv:6406,utterance,speaker,"I know. She has three kids, single mom, works and goes to school She is awesome!"
hit:3203_conv:6406,utterance,listener,Oh wow. She sounds like super woman!
hit:3203_conv:6406,utterance,speaker,I think she might be
hit:1003_conv:2006,situation,none,It felt good when Lebron left the Cavs for the Lakers
hit:1003_conv:2006,utterance,speaker,It felt good when Lebron left the Cavs for the Lakers
hit:1003_conv:2006,utterance,listener,Why is that?
hit:1003_conv:2006,utterance,speaker,Cause the cavs owner is an awful owner.  The way he threw Lebron under the bus and talks trash about him.
hit:1003_conv:2006,utterance,listener,Lebron isnt a saint though
hit:1651_conv:3303,situation,none,My family came together and gave my grandmother a really nice gift for her birthday.
hit:1651_conv:3303,utterance,speaker,MY family got together and built my grandma a gazebo for her birthday.
hit:1651_conv:3303,utterance,listener,That's so nice! Did she like your craftsmanship?
hit:1651_conv:3303,utterance,speaker,I did a little painting. I don't build things.
hit:1651_conv:3303,utterance,listener,It was still a nice gesture. I would love my children to build be a big ole gazebo.
hit:1651_conv:3303,utterance,speaker,Treat them well and they will.
hit:10839_conv:21678,situation,none,I got a promotion at work today! It took me over 5 years of trying but I got it finally!
hit:10839_conv:21678,utterance,speaker,I finally got promoted! It's been a rough 5 years but I got it!
hit:10839_conv:21678,utterance,listener,"Oh wow! Congratulations on getting promoted, that is awesome!!"
hit:10839_conv:21678,utterance,speaker,I've had to put up with so much red tape and it finally paid off today! Thank you so much!
hit:10839_conv:21678,utterance,listener,"I bet, that's usually how it goes, but so glad to hear of your promotion. I bet you're super happy!"
hit:2892_conv:5785,situation,none,My son had his first piano recital last week. He was nervous about it but he did so good. I was so happy to see him excel at something he worked hard at!
hit:2892_conv:5785,utterance,speaker,My son had prepared so hard for his piano recital last week. He had nerves but did so good and everyone clapped when he was done.
hit:2892_conv:5785,utterance,listener,Dang. Did she practice a lot leading up to the recital?
hit:2892_conv:5785,utterance,speaker,Yeah he practiced for days and days. He memorized everything which was amazing. I was so proud of him!
hit:2892_conv:5785,utterance,listener,Wow! Maybe I should start taking some piano lessons and go to a recital of my own.
hit:9480_conv:18960,situation,none,My wife just celebrated her one year anniversary at her business. I am so happy she is successful
hit:9480_conv:18960,utterance,speaker,My wife just celebrated her one year anniversary at her business
hit:9480_conv:18960,utterance,listener,How awesome! She must be proud of herself! Where does she work?
hit:9480_conv:18960,utterance,speaker,"She owns her own salon, I am so happy for her"
hit:9480_conv:18960,utterance,listener,It isn't easy to be successfully self-employed but she did it!
hit:5410_conv:10820,situation,none,I'm glad I dropped out of college when I did.  I would've probably ended up taking a job I hated for the rest of my life.
hit:5410_conv:10820,utterance,speaker,I'm glad I left school.  I would've probably ended up taking a job I hated.
hit:5410_conv:10820,utterance,listener,What are you doing now?
hit:5410_conv:10820,utterance,speaker,self-employed freelancer making $2000 a week
hit:5410_conv:10820,utterance,listener,"That is awesome, good for you!"
hit:12373_conv:24747,situation,none,I felt this way when my son took his first steps.
hit:12373_conv:24747,utterance,speaker,My son just took his first steps.
hit:12373_conv:24747,utterance,listener,Nice! You must be so proud! How old is he?
hit:12373_conv:24747,utterance,speaker,I was so proud! He is 13 months.
hit:12373_conv:24747,utterance,listener,What an angel! I'm looking forward to starting my own family too.
hit:3408_conv:6816,situation,none,i was given a chance to speak in public
hit:3408_conv:6816,utterance,speaker,it was so motivating i liked it
hit:3408_conv:6816,utterance,listener,What did you like
hit:3408_conv:6816,utterance,speaker,the experience of public speaking
hit:3408_conv:6816,utterance,listener,Oh that sounds nervewracking
hit:3695_conv:7390,situation,none,I recently signed my dog up for dog classes. He did great and graduated in the top of his class. I am beaming with pride at his accomplishments!
hit:3695_conv:7390,utterance,speaker,I put my dog in dog classes so he would learn to behave. He didn't like it at first but started to make progress.
hit:3695_conv:7390,utterance,listener,What type of dog do you have?
hit:3695_conv:7390,utterance,speaker,A blue heeler. Well eventually he graduated and was the top dog of his class. I am beaming with pride at his accomplishments!
hit:3695_conv:7390,utterance,listener,I have never in my life heard of that breed before.  I'll look it up.  That is really cool I have 3 crazy untrained minpin
hit:4838_conv:9677,situation,none,My friend bragged about being good at FIFA. I beat him after playing against each other
hit:4838_conv:9677,utterance,speaker,My friend bragged too much about being good at FIFA. We played a round against each other and I beat him very badly at it
hit:4838_conv:9677,utterance,listener,Good for you!!! I think its annoying when people act like that about anything.
hit:4838_conv:9677,utterance,speaker,Indeed. It was important for me to put him in his place. It was a very valuable lesson learned for him
hit:4838_conv:9677,utterance,listener,Yes I hope he wises up some in the future!
hit:2374_conv:4748,situation,none,My son's made it on the community football team. I am so happy.
hit:2374_conv:4748,utterance,speaker,My son tried out for football at our community center
hit:2374_conv:4748,utterance,listener,How old is he? Is he excited?
hit:2374_conv:4748,utterance,speaker,he's 4. He just wants to run around and play. I'm the one that's excited. And I know nothing about football.
hit:2374_conv:4748,utterance,listener,You will grow to love it. Football is amazing sport. Your son will love it.
hit:2374_conv:4748,utterance,speaker,I hope so. I just wish it would get cooler outside before they start practice.
hit:2374_conv:4748,utterance,listener,Just wait a few years. If he sticks with it he will be at practice 6 months a year then playing games in the snow.
hit:2374_conv:4748,utterance,speaker,We don't get much snow here maybe one good day.
hit:9856_conv:19713,situation,none,When my dad started school. He had been out of school for 15 years already.
hit:9856_conv:19713,utterance,speaker,"Just got back from my dads first day at school, so proud."
hit:9856_conv:19713,utterance,listener,Thats interesting
hit:9856_conv:19713,utterance,speaker,"He started nursing, I'm happy for him."
hit:9856_conv:19713,utterance,listener,Thats awesome. How was the first day for him?
hit:3348_conv:6697,situation,none,My daughter loves to sing. She was recently selected for a part in a travelling musical production of Beauty and the Beast.
hit:3348_conv:6697,utterance,speaker,My daughter loves to sing. She tried out for a musical recently.
hit:3348_conv:6697,utterance,listener,Did she.How did it go?
hit:3348_conv:6697,utterance,speaker,She got the part! It is in a travelling musical production of Beauty and the Beast.
hit:3348_conv:6697,utterance,listener,Congratulations.You probably are very proud of her.
hit:9386_conv:18772,situation,none,When taking the leash off my dog and he responds to all my commands and sticks with me everywhere we go. He's a good boy!
hit:9386_conv:18772,utterance,speaker,When taking the leash off my dog and he responds to all my commands and sticks with me everywhere we go. He's a good boy!
hit:9386_conv:18772,utterance,listener,"That is a well trained dog, how did you get it to respond like that.?"
hit:9386_conv:18772,utterance,speaker,He's just always been pretty well behaved and learned things easily
hit:9386_conv:18772,utterance,listener,"My dog is the worst, Always crys, he is pretty young. But I wish he was like your dog."
hit:2312_conv:4625,situation,none,"I was proud of my friend when he was the high school valedictorian, he did a great job!"
hit:2312_conv:4625,utterance,speaker,"I was proud of my friend when he was the high school valedictorian, he did a great job!"
hit:2312_conv:4625,utterance,listener,That's an incredible achievement. He must've worked really hard.
hit:2312_conv:4625,utterance,speaker,"He did, I did not know he was that smart though"
hit:2312_conv:4625,utterance,listener,sometimes it's the one who keep it on the downlow who are the smartest.
hit:3283_conv:6566,situation,none,My son stood up to a kid who was bullying him.  I am pleased by his behavior.
hit:3283_conv:6566,utterance,speaker,My son stood up to a kid who was bully him.
hit:3283_conv:6566,utterance,listener,oh wow i hope it went well for him that takes a lot of courage.
hit:3283_conv:6566,utterance,speaker,I am very pleased with his response.
hit:3283_conv:6566,utterance,listener,that is really great.
hit:6048_conv:12097,situation,none,I worked on a project for my job all week. My team was picked for the presentation.
hit:6048_conv:12097,utterance,speaker,My work team is the best!
hit:6048_conv:12097,utterance,listener,Why do you say that?
hit:6048_conv:12097,utterance,speaker,We worked hard on a project. Once we finished and showed it to the boss they all loved it!
hit:6048_conv:12097,utterance,listener,Great job! I bet the boss was really proud of you
hit:4251_conv:8502,situation,none,I have been teaching my daughter to drive.  She finally got her license today.
hit:4251_conv:8502,utterance,speaker,Another major life milestone today. My daughter got her driver's license!
hit:4251_conv:8502,utterance,listener,Watch out State Farm!  lol.  Congratulations!
hit:4251_conv:8502,utterance,speaker,lol.  After only a couple of weeks of studying and practicing she aced the test.
hit:4251_conv:8502,utterance,listener,That is awesome.  She can drive for you now!
hit:8427_conv:16855,situation,none,"When my brother got his new job, I was happy for him. He deserved it"
hit:8427_conv:16855,utterance,speaker,When my brother got his new job I was happy for him. He deserved it
hit:8427_conv:16855,utterance,listener,That's great. I bet he worked hard for it.
hit:8427_conv:16855,utterance,speaker,"He really did, its all he wanted"
hit:8427_conv:16855,utterance,listener,I am happy for him! It is always nice to see people reaching their goals.
hit:5431_conv:10863,situation,none,"My son just passed his first level in swimming lessons. He's a good kid, with a bright future."
hit:5431_conv:10863,utterance,speaker,My son just passed his fist level in swimming lessons. I feel good to be his dad right now.
hit:5431_conv:10863,utterance,listener,Did you help him to learn the swim techniques?
hit:5431_conv:10863,utterance,speaker,"Yes, we would practice every even in our pool when the weather is nice."
hit:5431_conv:10863,utterance,listener,How old is your son now?
hit:8689_conv:17379,situation,none,My sister just got a job she's been working very hard for. So glad for her.
hit:8689_conv:17379,utterance,speaker,My sister just got her dream job basically.
hit:8689_conv:17379,utterance,listener,Oh that's great! What job is it?
hit:8689_conv:17379,utterance,speaker,It's a partner position at a law firm!
hit:8689_conv:17379,utterance,listener,She must be really smart!
hit:1922_conv:3845,situation,none,I'm so happy my sister graduated college! It's been a rough journey for her
hit:1922_conv:3845,utterance,speaker,My sister graduated college and I'm really proud of her!
hit:1922_conv:3845,utterance,listener,"that is a great news, congratulate him from my side too. what is the major?"
hit:1922_conv:3845,utterance,speaker,Her major was marketing so she's going into the business world. She's had a rough journey.
hit:1922_conv:3845,utterance,listener,"If the journey is tough then you are in the right path. So, she is heading in right way. Great."
hit:9875_conv:19751,situation,none,it felt good to get approved for a vacation
hit:9875_conv:19751,utterance,speaker,it felt good to get approved for a vacation
hit:9875_conv:19751,utterance,listener,That's great! Where ya headed?
hit:9875_conv:19751,utterance,speaker,to disneyworld!
hit:9875_conv:19751,utterance,listener,That sounds like a lot of fun! Who ya going with?
hit:535_conv:1070,situation,none,I am so proud of my husband.  He just got a huge promotion at his work this week.
hit:535_conv:1070,utterance,speaker,I am so proud of my husband.  He just got a huge promotion at his work this week!
hit:535_conv:1070,utterance,listener,Wow getting a promotion is always an awesome thing. You guys must be so happy! Will you guys be celebrating this success?
hit:535_conv:1070,utterance,speaker,Well we did go out to dinner last night to celebrate.  We can't do too much because he has to keep going to work every day.
hit:535_conv:1070,utterance,listener,"Fair enough, that is very reasonable. Maybe you guys can celebrate on the weekend when you guys don't have work."
hit:1781_conv:3562,situation,none,I just recently got a raise at work.  I worked so hard for it.
hit:1781_conv:3562,utterance,speaker,I just got a promotion at work.
hit:1781_conv:3562,utterance,listener,Congrats. You must be very proud of yourself. Will you celebrate?
hit:1781_conv:3562,utterance,speaker,"I really am.  It was so much hard work, I must celebrate."
hit:1781_conv:3562,utterance,listener,"I agree, be sure to keeping up the good work!"
hit:9364_conv:18728,situation,none,My brother is in the Navy.
hit:9364_conv:18728,utterance,speaker,My brother is in the Navy.
hit:9364_conv:18728,utterance,listener,How long has he been in the Navy?  I have a bonus son (my son's best friend) who has been in the Navy for about a year now.
hit:9364_conv:18728,utterance,speaker,He has been there for five years.
hit:9364_conv:18728,utterance,listener,"That's a nice commitment.  My father is an Air Force veteran.  I'm not too fond of the military, but it definitely makes a difference in the lives of many."
hit:60_conv:121,situation,none,I was able to save a blind lady from falling down an escalator.
hit:60_conv:121,utterance,speaker,I was able to save a blind lady from falling down an escalator.
hit:60_conv:121,utterance,listener,Is she ok? Im glad you were close by!
hit:60_conv:121,utterance,speaker,"She was very alarmed and rightfully so. I'm usually not a nice person, but I'm glad I did the right thing that time!"
hit:60_conv:121,utterance,listener,"That is really cool of you to do, Did anyone else see it happen?"
hit:9056_conv:18113,situation,none,My kid scored the winning shot in her basketball game last week. I was so full of pride. She is doing so good with her sports.
hit:9056_conv:18113,utterance,speaker,My daughter scored the winning shot in her basketball game last week. I was so happy for her.
hit:9056_conv:18113,utterance,listener,Great to have a daughter in basketball!
hit:9056_conv:18113,utterance,speaker,Yeah she is doing so good. It's her 3rd year playing and she loves it.
hit:9056_conv:18113,utterance,listener,Fantastic!
hit:5001_conv:10003,situation,none,my son pottyed for the first time
hit:5001_conv:10003,utterance,speaker,my son used the pottty for the first time
hit:5001_conv:10003,utterance,listener,"Congratulations, looks like you guys will be saving a lot of money from no more diapers."
hit:5001_conv:10003,utterance,speaker,"yep, just switching to pullups and paper towels to clean up messes lol"
hit:5001_conv:10003,utterance,listener,"Haha, you can't always be 100% accurate when you first pursue a goal!"
hit:8895_conv:17791,situation,none,I am visiting my kid that is in college today. I will be going to the area very soon!
hit:8895_conv:17791,utterance,speaker,I am visiting my college kid soon!
